Item,Amount,Value
مجففات محضره,40.5,ألف دولار
لوبيا مجففه ومفصصه ومعبأه,40.0,ألف دولار
خضروات بقليه اخرى,35.3,ألف دولار
رقائق الومنيوم غير مشغوله,35.3,ألف دولار
بسله مجمده,34.9,ألف دولار
حقائب و شنط و جوالات واكياس من بوليمرات الإيثلين,34.3,ألف دولار
دهن من منتجات الألبان بمحتوى دهنى يزيد عن 39%ويقل عن 80%,33.2,ألف دولار
معجون بلاستيك لأعمال الطلاء الماستيكى,32.7,ألف دولار
عوازل كهربائيه من خزف,30.9,ألف دولار
صلصات ومحضرات مماثله اخرى,30.0,ألف دولار
ورق أزوريه,30.0,ألف دولار
نسج شفافه لنقل الرسوم ?  نسج محضره للرسم أو التطريز بالالوان,26.9,ألف دولار
جوارب حريمى طويله أخرى من الياف نسجيه أخرى,25.9,ألف دولار
نجف و ثرايا كريستال و غيرها,25.5,ألف دولار
معاملات تجميع الدم,24.6,ألف دولار
تنر (تنر عضوى عادى او مخصوص),23.3,ألف دولار
"ادوات من خزف زجاجى من النوع المستعمل للمائدة ,للمطبخ التواليت والمكتب وللتزيين داخل المنازل",21.5,ألف دولار
عجائن اخرى غير محتويه على بيض,20.7,ألف دولار
حساء ومرق ومحضرات (شوربه),20.3,ألف دولار
فول بقلى (فول خيل),20.0,ألف دولار
ومحافظ من ورق وورق مقوى غير مضلع قابله للطى,18.8,ألف دولار
أجهزة للتنفس الصناعى,18.5,ألف دولار
زجاج بللور وزجاج عاكس أو زجاج مسطح عادى سادة غير مسلح,18.3,ألف دولار
صناديق و حاويات من البلاستيك,16.0,ألف دولار
أدوات المائدة و المطبخ  من أنواع البلاستيك الأخرى,15.7,ألف دولار
سجاد من ألياف صناعيه أخرى,15.3,ألف دولار
أدوات التواليت و المنزل من أنواع البلاستيك الأخرى,14.8,ألف دولار
تى شيرت وفانلات بنصف اكمام من القطن مصنره,13.2,ألف دولار
اسلاك نحاس معزوله بالبلاستيك والقطن أو بالحرير الزجاجى,12.3,ألف دولار
بذور عباد الشمس وان كانت مفتته,10.8,ألف دولار
منتجات للتعبئة و التغليف أخرى من أنواع البلاستيك الأخرى,10.0,ألف دولار
معاجين ومساحيق للجلى ومحضرات اخرى للجلى,8.2,ألف دولار
ادوات أخرى من الزجاج العادى,6.8,ألف دولار
خضروات متجانسه للاطفال,6.6,ألف دولار
غيرها من اسلاك,6.1,ألف دولار
موالح أخرى طازج أو مجفف,6.0,ألف دولار
شكمان كامل,5.8,ألف دولار
كتيبات فى صفحات متفرقة .. وان كانت مطوية .اجزاء دون تحديد..,5.2,ألف دولار
ادوات منزليه من الالومنيوم خاصه بالمطبخ,4.3,ألف دولار
وحدات ادخال او اخراج البيانات للحاسب الالى,4.0,ألف دولار
بذور زيتيه أخرى,3.4,ألف دولار
ازهار وبراعم ازهار مقطوفه اخرى طازجه للباقات,3.1,ألف دولار
عدادات كهرباء,2.3,ألف دولار
مستحضرات لاكساب الشعر الاستواء الدائم  .. بشكل زيوت زيت لفرد الشعر,1.3,ألف دولار
لوح توزيع فرعيه تقل عن 1000 فولت,1.0,ألف دولار
أجزاء أجهزة كهربيه لها و ظيفة واحده,0.9,ألف دولار
اثاث خشبى من المستخدم فى حجرات النوم,0.9,ألف دولار
مطبوعات الاوفست الملونه /نتائج/,0.7,ألف دولار
اسمــــاك للزينه,0.6,ألف دولار
ادوات صحيه من زهر واجزاؤها بدون تحديد,0.4,ألف دولار
نسيج حرير,0.4,ألف دولار
غيرها من اصناف وادوات الالعاب الخارجيه,0.3,ألف دولار
مخلفات أنوال و هبو مصانع نسيج الصوف,0.2,ألف دولار
اكوسين واحجار كلسيه اخر للنحت او للبناء (مرمر),0.2,ألف دولار
وصلات واكواع وجلب,0.2,ألف دولار
عوامل وسيطة مساعدة (كاتالست) من معادن نفيسة او مركبات معادن نفيسة   كمادة نشطة,0.2,ألف دولار
شبك حديد تسليح بسمك 3مم,0.1,ألف دولار
أعمده من زجاج,0.1,ألف دولار
أجزاء راديو و تليفزيون,0.1,ألف دولار
"اجزاء  من مضخات , مراوح , علب او صناديق التهوية",0.1,ألف دولار
آلات تشغيل المواد برؤوس متعدده,0.1,ألف دولار
زجاج مسطح عادى سادة غير مسلح,0.0,ألف دولار
